Unnamed: 0;Место;Пилот;Команда;Отставание/Сход;gp_ind
3472;6;145;38;+1 круг;157
3473;7;106;43;+1 круг;157
3474;8;26;39;+1 круг;157
3475;9;49;43;+1 круг;157
3476;10;38;17;+1 круг;157
3477;11;156;39;+2 круга;157
3478;12;1;30;+2 круга;157
3479;13;68;48;+2 круга;157
3480;14;63;17;+2 круга;157
3481;15;79;38;+2 круга;157
3482;16;115;48;+2 круга;157
3483;НК;17;31;DNF;157
3484;НК;25;30;DNF;157
3485;НК;127;37;DNF;157
3486;НК;93;15;DNF;157
3487;1;128;15;Победитель;158
3488;2;93;15;+3.145;158
3489;3;99;37;+3.745;158
3490;4;17;31;+5.517;158
3491;5;127;37;+6.199;158
3492;6;106;43;+12.038;158
3493;7;144;31;+15.801;158
3494;8;38;17;+18.150;158
