Unnamed: 0;Место;Пилот;Команда;Q1;Q2;Q3;gp_ind
5279;19;93;1;1:27.525;-;-;247
5280;20;64;17;1:28.449;-;-;247
5281;1;127;37;1:34.352;1:33.464;1:32.910;248
5282;2;144;31;1:34.579;1:33.797;1:33.119;248
5283;3;83;37;1:34.369;1:34.178;1:33.134;248
5284;4;17;31;1:34.590;1:33.959;1:33.475;248
5285;5;60;15;1:34.153;1:33.928;1:33.606;248
5286;6;106;15;1:34.558;1:34.126;1:33.792;248
5287;7;99;30;1:34.407;1:34.643;1:33.808;248
5288;8;77;30;1:34.551;1:33.880;1:33.887;248
5289;9;32;2;1:34.567;1:34.583;1:34.118;248
5290;10;146;2;1:35.360;1:35.137;1:34.918;248
5291;11;78;3;1:35.747;1:35.377;-;248
5292;12;128;5;1:35.281;1:35.500;-;248
5293;13;40;1;1:35.920;1:35.794;-;248
5294;14;1;3;1:35.756;1:44.549;-;248
5295;15;94;48;1:35.746;БВ;-;248
5296;16;115;5;1:35.983;-;-;248
5297;17;57;48;1:35.995;-;-;248
5298;18;93;1;1:36.311;-;-;248
5299;19;153;17;1:36.499;-;-;248
5300;20;64;17;1:36.796;-;-;248
5301;1;17;31;1:16.727;1:16.864;1:15.875;249
5302;2;144;31;1:17.207;1:16.474;1:16.020;249
5303;3;127;37;1:16.788;1:16.483;1:16.225;249
5304;4;83;37;1:17.003;1:17.055;1:16.342;249
5305;5;32;2;1:16.908;1:16.955;1:16.456;249
5306;6;106;15;1:17.517;1:17.248;1:16.761;249
5307;7;99;30;1:17.719;1:17.092;1:16.763;249
5308;8;60;15;1:16.748;1:17.034;1:16.837;249
5309;9;146;2;1:17.330;1:16.701;1:17.158;249
5310;10;77;30;1:17.569;1:17.473;1:36.830;249
5311;11;128;5;1:17.502;1:17.746;-;249
5312;12;93;1;1:17.606;1:17.958;-;249
5313;13;94;48;1:17.958;1:18.172;-;249
5314;14;40;1;1:17.897;1:18.290;-;249
5315;15;78;3;1:18.126;1:18.405;-;249
5316;16;1;3;1:18.452;-;-;249
5317;17;57;48;1:18.756;-;-;249
5318;18;153;17;1:18.858;-;-;249
5319;19;64;17;1:19.303;-;-;249
5320;20;115;5;1:20.873;-;-;249
5321;1;127;37;1:09.329;1:08.499;1:08.372;250
5322;2;17;31;1:09.040;1:08.426;1:08.469;250
5323;3;83;37;1:09.172;1:08.973;1:08.483;250
5324;4;32;2;1:09.347;1:08.903;1:08.777;250
5325;5;106;15;1:09.046;1:09.031;1:08.826;250
5326;6;60;15;1:09.155;1:08.859;1:08.960;250
5327;7;77;30;1:09.365;1:09.030;1:08.980;250
5328;8;99;30;1:09.374;1:09.093;1:09.039;250
5329;9;1;3;1:09.391;1:09.137;1:09.113;250
5330;10;78;3;1:09.430;1:09.189;-;250
5331;11;128;5;1:09.451;1:09.399;-;250
5332;12;146;2;1:09.350;1:09.483;-;250
5333;13;93;1;1:09.598;1:09.503;-;250
5334;14;40;1;1:09.342;1:10.227;-;250
5335;15;115;5;1:09.663;-;-;250
5336;16;57;48;1:09.897;-;-;250
5337;17;94;48;1:09.953;-;-;250
5338;18;153;17;1:10.329;-;-;250
5339;19;64;17;1:10.589;-;-;250
5340;20;144;31;1:08.733;1:08.068;1:07.934;250
5341;1;144;31;1:21.901;1:21.682;1:20.827;251
5342;2;127;37;1:21.996;1:21.984;1:21.282;251
5343;3;17;31;1:22.016;1:21.991;1:21.478;251
5344;4;32;2;1:22.535;1:21.728;1:21.640;251
5345;5;1;3;1:22.422;1:21.894;1:21.670;251
5346;6;77;30;1:22.839;1:22.216;1:21.731;251
5347;7;106;15;1:22.304;1:22.241;1:21.840;251
5348;8;146;2;1:22.458;1:22.058;1:21.881;251
5349;9;78;3;1:22.565;1:22.012;1:22.028;251
5350;10;128;5;1:22.549;1:22.146;1:22.785;251
5351;11;83;37;1:22.398;1:22.346;-;251
5352;12;115;5;1:22.551;1:22.460;-;251
5353;13;60;15;1:22.742;1:22.463;-;251
5354;14;99;30;1:22.688;1:22.597;-;251
5355;15;94;48;1:22.863;1:22.756;-;251
5356;16;93;1;1:23.156;-;-;251
5357;17;57;48;1:23.213;-;-;251
5358;18;40;1;1:23.262;-;-;251
5359;19;153;17;1:23.407;-;-;251
5360;20;64;17;1:25.859;-;-;251
5361;1;144;31;1:28.466;1:27.712;1:27.511;252
5362;2;17;31;1:28.057;1:28.054;1:27.622;252
5363;3;127;37;1:28.285;1:27.953;1:27.653;252
5364;4;60;15;1:28.310;1:28.459;1:28.054;252
5365;5;83;37;1:28.021;1:27.946;1:28.123;252
5366;6;32;2;1:28.401;1:28.314;1:28.125;252
5367;7;77;30;1:28.338;1:28.344;1:28.180;252
5368;8;146;2;1:28.503;1:28.222;1:28.442;252
5369;9;78;3;1:28.752;1:28.574;1:28.647;252
5370;10;40;1;1:28.899;1:28.616;1:28.754;252
5371;11;99;30;1:28.216;1:28.668;-;252
5372;12;93;1;1:28.856;1:28.885;-;252
5373;13;1;3;1:28.944;1:28.920;-;252
5374;14;94;48;1:28.926;1:29.054;-;252
5375;15;106;15;1:28.237;1:53.652;-;252
5376;16;57;48;1:29.177;-;-;252
5377;17;128;5;1:29.198;-;-;252
5378;18;115;5;1:29.368;-;-;252
5379;19;153;17;1:29.464;-;-;252
5380;20;64;17;1:30.473;-;-;252
5381;1;127;37;1:23.322;1:22.800;1:22.109;253
5382;2;144;31;1:22.845;1:23.145;1:22.480;253
5383;3;77;30;1:23.553;1:23.256;1:22.931;253
5384;4;83;37;1:23.350;1:23.135;1:22.947;253
5385;5;106;15;1:23.624;1:23.174;1:22.992;253
5386;6;17;31;1:23.117;1:23.246;1:23.036;253
5387;7;60;15;1:23.467;1:23.202;1:23.122;253
5388;8;146;2;1:23.428;1:23.404;1:23.220;253
5389;9;78;3;1:23.764;1:23.420;1:23.389;253
5390;10;99;30;1:23.829;1:23.448;1:23.409;253
5391;11;1;3;1:23.846;1:23.460;-;253
5392;12;32;2;1:23.489;1:24.043;-;253
5393;13;115;5;1:24.061;1:24.066;-;253
5394;14;40;1;1:24.118;1:24.251;-;253
5395;15;128;5;1:24.225;1:24.305;-;253
5396;16;57;48;1:24.338;-;-;253
5397;17;94;48;1:24.423;-;-;253
5398;18;93;1;1:24.779;-;-;253
5399;19;153;17;1:24.906;-;-;253
5400;20;64;17;1:25.685;-;-;253
5401;1;60;15;1:31.471;1:30.932;1:30.558;254
5402;2;127;37;1:31.785;1:30.757;1:30.681;254
5403;3;106;15;1:31.567;1:30.787;1:30.687;254
5404;4;83;37;1:32.311;1:31.008;1:30.921;254
5405;5;144;31;1:32.285;1:31.048;1:31.238;254
5406;6;17;1;1:31.919;1:31.717;1:31.560;254
5407;7;63;17;1:31.955;1:31.461;1:31.808;254
5408;8;1;3;1:32.346;1:31.621;1:32.195;254
5409;9;94;31;1:32.269;1:31.252;1:32.216;254
5410;10;32;2;1:32.096;1:31.635;1:32.338;254
5411;11;78;3;1:32.041;1:31.782;-;254
5412;12;153;17;1:32.380;1:31.998;-;254
5413;13;77;30;1:32.239;1:32.008;-;254
5414;14;155;48;1:32.726;1:32.664;-;254
5415;15;148;1;1:32.493;1:33.543;-;254
5416;16;146;2;1:32.750;-;-;254
5417;17;145;5;1:32.777;-;-;254
5418;18;99;30;1:32.945;-;-;254
5419;19;115;5;1:33.032;-;-;254
5420;20;57;48;1:33.634;-;-;254
5421;1;83;37;1:29.705;1:28.924;1:28.200;255
5422;2;60;15;1:29.039;1:28.780;1:28.225;255
5423;3;106;15;1:28.855;1:28.686;1:28.402;255
5424;4;127;37;1:28.928;1:28.945;1:28.461;255
5425;5;78;3;1:30.093;1:29.584;1:29.068;255
5426;6;94;31;1:29.680;1:29.618;1:29.104;255
5427;7;1;3;1:29.978;1:29.295;1:29.147;255
5428;8;17;1;1:29.683;1:29.404;1:29.183;255
5429;9;32;2;1:29.891;1:29.418;1:29.254;255
5430;10;63;17;1:29.831;1:29.546;1:29.588;255
5431;11;77;30;1:29.957;1:29.651;-;255
5432;12;99;30;1:30.009;1:29.773;-;255
5433;13;148;1;1:29.978;1:29.819;-;255
5434;14;153;17;1:30.167;1:29.920;-;255
5435;15;115;5;1:30.256;1:31.009;-;255
5436;16;144;31;1:30.343;-;-;255
5437;17;155;48;1:30.492;-;-;255
5438;18;145;5;1:30.543;-;-;255
5439;19;57;48;1:31.817;-;-;255
5440;20;146;2;БВ;-;-;255
5441;1;60;15;1:18.881;1:18.606;1:17.868;256
5442;2;127;37;1:18.580;1:18.611;1:18.154;256
5443;3;83;37;1:18.834;1:18.340;1:18.240;256
5444;4;77;30;1:19.280;1:19.066;1:18.703;256
5445;5;144;31;1:19.401;1:19.106;1:18.825;256
5446;6;94;31;1:19.405;1:19.076;1:18.933;256
5447;7;99;30;1:19.665;1:19.130;1:19.032;256
5448;8;78;3;1:19.605;1:19.136;1:19.061;256
5449;9;106;15;1:18.983;1:18.469;1:19.408;256
5450;10;1;3;1:19.192;1:18.815;БВ;256
5451;11;32;2;1:19.580;1:19.226;-;256
5452;12;17;1;1:19.251;1:19.410;-;256
5453;13;146;2;1:19.742;1:19.424;-;256
5454;14;148;1;1:19.910;1:20.155;-;256
5455;15;153;17;1:20.104;1:20.465;-;256
5456;16;63;17;1:20.254;-;-;256
5457;17;128;5;1:21.149;-;-;256
5458;18;57;48;1:21.372;-;-;256
5459;19;115;5;БВ;-;-;256
5460;20;155;48;1:20.135;-;-;256
5461;1;127;37;1:19.295;1:18.793;1:27.999;257
5462;2;60;15;1:18.796;1:19.584;1:28.778;257
5463;3;77;30;1:20.168;1:19.294;1:29.131;257
5464;4;63;17;1:20.147;1:19.902;1:29.164;257
5465;5;1;3;1:20.198;1:19.595;1:29.202;257
5466;6;99;30;1:19.980;1:20.031;1:29.742;257
5467;7;83;37;1:19.773;1:19.296;1:29.808;257
5468;8;17;1;1:20.419;1:20.192;1:30.439;257
5469;9;128;5;1:20.364;1:19.957;1:31.062;257
5470;10;106;15;1:19.305;1:18.990;БВ;257
5471;11;94;31;1:20.383;1:20.757;-;257
5472;12;153;17;1:20.422;1:20.916;-;257
5473;13;144;31;1:20.470;1:21.138;-;257
5474;14;148;1;1:19.730;1:21.434;-;257
5475;15;115;5;1:20.342;1:28.119;-;257
5476;16;146;2;1:20.474;-;-;257
5477;17;32;2;1:20.732;-;-;257
5478;18;57;48;1:21.971;-;-;257
5479;19;78;3;1:22.338;-;-;257
5480;20;155;48;БВ;-;-;257
5481;1;60;15;1:29.474;1:29.130;1:28.796;258
5482;2;106;15;1:30.079;1:29.729;1:28.986;258
5483;3;127;37;1:29.836;1:29.202;1:28.991;258
5484;4;83;37;1:30.055;1:29.673;1:29.036;258
5485;5;17;1;1:30.865;1:29.751;1:29.475;258
5486;6;144;31;1:30.388;1:29.797;1:29.625;258
5487;7;32;2;1:30.779;1:30.128;1:29.690;258
5488;8;77;30;1:30.761;1:29.634;1:29.750;258
5489;9;146;2;1:30.485;1:30.031;1:29.932;258
5490;10;115;5;1:30.441;1:29.996;1:30.676;258
5491;11;1;3;1:30.407;1:30.160;-;258
5492;12;94;31;1:30.490;1:30.173;-;258
5493;13;128;5;1:30.677;1:30.214;-;258
5494;14;99;30;1:30.583;1:30.310;-;258
5495;15;153;17;1:30.645;1:30.423;-;258
5496;16;63;17;1:30.975;-;-;258
5497;17;148;1;1:31.020;-;-;258
5498;18;155;48;1:31.266;-;-;258
5499;19;57;48;1:31.325;-;-;258
5500;20;78;3;БВ;-;-;258
5501;1;60;15;1:19.861;1:19.969;1:18.750;259
5502;2;127;37;1:20.091;1:19.219;1:19.073;259
5503;3;106;15;1:19.892;1:19.453;1:19.166;259
5504;4;94;31;1:20.218;1:19.470;1:19.393;259
5505;5;83;37;1:20.447;1:19.830;1:19.420;259
5506;6;144;31;1:20.252;1:19.794;1:19.512;259
5507;7;17;1;1:20.355;1:20.053;1:19.608;259
5508;8;63;17;1:20.227;1:19.810;1:19.682;259
5509;9;99;30;1:20.549;1:20.287;1:20.297;259
5510;10;153;17;1:20.683;1:20.436;1:20.368;259
5511;11;77;30;1:20.838;1:20.471;-;259
5512;12;78;3;1:20.880;1:20.638;-;259
5513;13;146;2;1:20.707;1:20.639;-;259
5514;14;32;2;1:20.719;1:20.861;-;259
5515;15;148;1;1:20.476;1:21.094;-;259
5516;16;128;5;1:20.954;-;-;259
5517;17;1;3;1:21.043;-;-;259
5518;18;115;5;1:21.418;-;-;259
5519;19;155;48;1:21.645;-;-;259
5520;20;57;48;1:21.915;-;-;259
5521;1;60;15;1:12.569;1:11.864;1:11.376;260
5522;2;106;15;1:12.616;1:12.074;1:11.601;260
5523;3;83;37;1:13.004;1:11.954;1:11.629;260
5524;4;127;37;1:12.993;1:12.117;1:11.666;260
5525;5;77;30;1:12.927;1:12.266;1:11.849;260
5526;6;94;31;1:12.787;1:12.617;1:12.112;260
5527;7;1;3;1:13.394;1:12.688;1:12.247;260
5528;8;144;31;1:13.444;1:12.595;1:12.560;260
5529;9;128;5;1:13.313;1:12.613;1:12.732;260
5530;10;78;3;1:12.848;1:12.528;1:13.047;260
5531;11;146;2;1:13.110;1:12.797;-;260
5532;12;17;1;1:13.541;1:12.909;-;260
5533;13;63;17;1:13.069;1:12.921;-;260
5534;14;99;30;1:13.338;1:12.964;-;260
5535;15;153;17;1:13.469;1:13.081;-;260
5536;16;155;48;1:13.611;-;-;260
5537;17;32;2;1:13.660;-;-;260
5538;18;115;5;1:13.678;-;-;260
5539;19;57;48;1:14.403;-;-;260
5540;20;148;1;1:15.606;-;-;260
5541;1;60;15;1:42.865;1:42.046;1:41.359;261
5542;2;83;37;1:42.733;1:41.955;1:41.641;261
5543;3;127;37;1:42.722;1:42.227;1:41.706;261
5544;4;106;15;1:42.957;1:42.088;1:41.814;261
5545;5;94;31;1:43.754;1:43.281;1:42.712;261
5546;6;32;2;1:43.268;1:43.129;1:42.845;261
5547;7;144;31;1:43.939;1:43.182;1:42.924;261
5548;8;146;2;1:43.595;1:43.376;1:43.056;261
5549;9;128;5;1:43.279;1:43.268;1:43.091;261
5550;10;1;3;1:44.083;1:43.360;1:43.173;261
5551;11;77;30;1:44.237;1:43.398;-;261
5552;12;99;30;1:44.437;1:43.574;-;261
5553;13;78;3;1:43.903;1:43.585;-;261
5554;14;148;1;1:43.777;1:43.790;-;261
5555;15;17;1;1:44.478;1:44.444;-;261
5556;16;63;17;1:44.643;-;-;261
5557;17;155;48;1:44.719;-;-;261
5558;18;57;48;1:45.367;-;-;261
5559;19;115;5;1:45.371;-;-;261
5560;20;153;17;1:45.775;-;-;261
5561;1;127;37;1:32.219;1:23.746;1:21.299;262
5562;2;1;3;1:32.277;1:24.848;1:21.944;262
5563;3;106;15;1:32.781;1:25.197;1:22.096;262
5564;4;144;31;1:33.841;1:25.543;1:22.891;262
5565;5;63;17;1:32.957;1:26.254;1:22.960;262
5566;6;153;17;1:33.707;1:25.684;1:23.356;262
5567;7;78;3;1:33.012;1:26.135;1:23.529;262
5568;8;94;31;1:33.160;1:24.950;1:23.557;262
5569;9;99;30;1:33.636;1:26.375;1:23.749;262
5570;10;148;1;1:33.692;1:26.116;1:24.030;262
5571;11;17;1;1:33.689;1:26.788;-;262
5572;12;155;48;1:34.047;1:26.858;-;262
5573;13;83;37;1:33.929;1:33.127;-;262
5574;14;77;30;1:34.066;БВ;-;262
5575;15;60;15;1:33.008;БВ;-;262
5576;16;32;2;1:34.492;-;-;262
5577;17;128;5;1:34.512;-;-;262
5578;18;115;5;1:35.532;-;-;262
5579;19;57;48;1:35.660;-;-;262
5580;20;146;2;1:36.575;-;-;262
5581;1;106;15;1:40.190;1:41.602;1:40.983;263
5582;2;127;37;1:39.129;1:40.655;1:41.055;263
5583;3;60;15;1:39.846;1:41.247;1:41.298;263
5584;4;83;37;1:40.521;1:42.513;1:41.616;263
5585;5;144;31;1:40.428;1:41.062;1:41.995;263
5586;6;77;30;1:41.515;1:41.821;1:42.084;263
5587;7;1;3;1:41.598;1:42.209;1:42.116;263
5588;8;94;31;1:40.028;1:41.725;1:42.161;263
5589;9;148;1;1:40.791;1:42.640;1:42.719;263
5590;10;57;48;1:41.998;1:43.273;2:03.095;263
5591;11;32;2;1:41.680;1:43.702;-;263
5592;12;17;1;1:41.396;1:44.232;-;263
5593;13;146;2;1:41.893;1:44.311;-;263
5594;14;99;30;1:41.933;1:44.355;-;263
5595;15;78;3;1:41.730;1:45.190;-;263
5596;16;155;48;1:42.078;-;-;263
5597;17;63;17;1:42.159;-;-;263
5598;18;128;5;1:42.666;-;-;263
5599;19;153;17;1:42.708;-;-;263
5600;20;115;5;1:43.430;-;-;263
5601;1;127;37;1:05.852;1:05.374;1:04.984;264
5602;2;60;15;1:05.419;1:05.287;1:05.013;264
5603;3;106;15;1:05.660;1:05.576;1:05.066;264
5604;4;94;31;1:06.235;1:05.697;1:05.431;264
5605;5;78;3;1:06.468;1:05.993;1:05.726;264
5606;6;63;17;1:06.366;1:05.894;1:05.879;264
5607;7;153;17;1:06.405;1:06.151;1:06.011;264
5608;8;1;3;1:06.016;1:06.082;1:06.103;264
5609;9;144;31;1:06.079;1:05.475;1:13.151;264
5610;10;32;2;1:06.589;1:06.160;-;264
5611;11;155;48;1:06.516;1:06.230;-;264
5612;12;17;1;1:06.442;1:06.319;-;264
5613;13;83;37;1:06.143;1:06.458;-;264
5614;14;146;2;1:06.463;1:06.851;-;264
5615;15;77;30;1:06.330;1:25.847;-;264
5616;16;99;30;1:06.613;-;-;264
5617;17;115;5;1:06.847;-;-;264
5618;18;148;1;1:06.901;-;-;264
5619;19;57;48;1:07.003;-;-;264
5620;20;128;5;1:07.083;-;-;264
5621;1;60;15;1:31.727;1:31.216;1:30.872;265
5622;2;127;37;1:31.891;1:31.990;1:31.176;265
5623;3;83;37;1:32.354;1:32.120;1:31.335;265
5624;4;144;31;1:33.041;1:32.274;1:31.765;265
5625;5;77;30;1:32.672;1:32.777;1:32.032;265
5626;6;94;31;1:33.109;1:32.633;1:32.131;265
5627;7;1;3;1:32.819;1:32.631;1:32.552;265
5628;8;146;2;1:33.394;1:32.836;1:32.780;265
5629;9;106;15;1:32.297;1:31.081;–;265
5630;10;63;17;1:32.756;1:32.649;–;265
5631;11;99;30;1:33.404;1:32.922;-;265
5632;12;78;3;1:33.346;1:33.048;-;265
5633;13;17;1;1:33.034;1:33.052;-;265
5634;14;128;5;1:33.285;1:33.276;-;265
